business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,importance,proximity,popularity,osm_restaurant,osm_bar,osm_cafe,osm_fast_food,osm_college,osm_library,osm_school,osm_university,osm_bus_station,osm_parking,osm_taxi,osm_bank,osm_hospital,osm_social_facility,osm_arts_centre,osm_cinema,osm_casino,osm_theatre,osm_place_of_worship,osm_police
ZyOuwa3Eau6dbUiEPwsUoA,Katsuya,4447 Sheppard Ave E,Toronto,ON,M1S 1V3,43.787399,-79.2670943,4.0,119,1,"{""OutdoorSeating"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""Caters"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsDelivery"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsTableService"": ""True"", ""RestaurantsReservations"": ""True"", ""GoodForMeal"": {""dessert"": ""None"", ""latenight"": ""True"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""True"", ""breakfast"": ""None""}, ""NoiseLevel"": ""average"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsAttire"": ""casual"", ""RestaurantsTakeOut"": ""True"", ""WheelchairAccessible"": ""True"", ""Alcohol"": ""none"", ""DogsAllowed"": ""False"", ""HappyHour"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""True"", ""valet"": ""False""}, ""HasTV"": ""False"", ""WiFi"": ""no""}","Restaurants, Japanese","{""Monday"": ""11:30-22:00"", ""Tuesday"": ""11:30-22:00"", ""Wednesday"": ""11:30-22:00"", ""Thursday"": ""11:30-22:00"", ""Friday"": ""11:30-23:00"", ""Saturday"": ""11:30-23:00"", ""Sunday"": ""11:30-22:00""}",0,16.739504655114597,476.0,13,0,7,13,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
FyAioPDhzS5IP4a4SXeG-Q,Kasa Moto,115 Yorkville Avenue,Toronto,ON,M5R 1C1,43.670608,-79.39278370000002,3.5,219,1,"{""OutdoorSeating"": ""True"", ""WiFi"": ""free"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""HasTV"": ""True"", ""GoodForKids"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsTableService"": ""True"", ""BikeParking"": ""True"", ""NoiseLevel"": ""average"", ""Caters"": ""True"", ""RestaurantsAttire"": ""dressy"", ""RestaurantsDelivery"": ""False"", ""Alcohol"": ""full_bar"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsPriceRange2"": ""3"", ""RestaurantsTakeOut"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""True"", ""upscale"": ""True"", ""classy"": ""True"", ""casual"": ""False""}}","Sushi Bars, Japanese, Restaurants","{""Monday"": ""12:00-1:00"", ""Tuesday"": ""12:00-1:00"", ""Wednesday"": ""12:00-2:00"", ""Thursday"": ""12:00-2:00"", ""Friday"": ""12:00-2:00"", ""Saturday"": ""12:00-2:00"", ""Sunday"": ""12:00-1:00""}",2,1.5899184463273632,766.5,135,5,86,110,0,11,2,1,0,0,1,19,0,2,0,1,0,8,8,1
wVnvWvuS7ZZMQwW8uQEcmg,Oishii Japanese Restaurant & Bar,556 Church St,Toronto,ON,M4Y,43.6658678,-79.3811324,2.0,8,1,"{""RestaurantsDelivery"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""True"", ""GoodForKids"": ""True"", ""Alcohol"": ""full_bar"", ""NoiseLevel"": ""average"", ""RestaurantsReservations"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""upscale"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""casual"": ""False""}, ""WiFi"": ""free"", ""RestaurantsAttire"": ""casual"", ""Caters"": ""True"", ""HasTV"": ""True""}","Restaurants, Japanese, Food",{},3,0.6297964965227245,16.0,210,11,0,205,0,4,2,1,1,107,1,28,0,2,0,3,0,6,6,0
nSOgxiB_jd-4lhfdpBYFiA,Gu-mi Restaurant,"1801 Lawrence Ave E, Unit 16-18",Toronto,ON,M1R 2X9,43.741529783999994,-79.30552164550001,2.5,10,0,"{""RestaurantsGoodForGroups"": ""True"", ""RestaurantsAttire"": ""casual"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Alcohol"": ""full_bar"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}}","Japanese, Korean, Restaurants",{},0,10.779782289150221,25.0,4,1,2,8,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0
tCCDNdsVMgAXZ_BSFc0FTw,Roll & Thai,3106 Lakeshore Boulevard W,Toronto,ON,M8V 1L2,43.599049,-79.513736,3.5,18,1,"{""Alcohol"": ""none"", ""RestaurantsDelivery"": ""True"", ""WiFi"": ""free"", ""RestaurantsAttire"": ""casual"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsTableService"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""Caters"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""WheelchairAccessible"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsReservations"": ""True"", ""NoiseLevel"": ""average"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False""}","Asian Fusion, Japanese, Thai, Restaurants, Korean, Sushi Bars","{""Wednesday"": ""11:30-21:30"", ""Thursday"": ""11:30-21:30"", ""Friday"": ""11:30-21:30"", ""Saturday"": ""11:30-21:30""}",0,12.84031077007096,63.0,19,1,6,17,0,1,0,0,0,2,0,4,0,1,1,0,0,0,1,0
996axDvF9P8zxB9MJA52Xg,Yuzu Izakaya,5582 Yonge Street,Toronto,ON,M2N,43.779040904,-79.41552814100001,4.0,26,0,"{""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""False"", ""Alcohol"": ""full_bar"", ""RestaurantsDelivery"": ""False"", ""RestaurantsReservations"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""no"", ""RestaurantsGoodForGroups"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""False"", ""NoiseLevel"": ""average"", ""BikeParking"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""HasTV"": ""False"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""True"", ""upscale"": ""False"", ""casual"": ""False""}, ""RestaurantsAttire"": ""casual""}","Tapas/Small Plates, Tapas Bars, Nightlife, Restaurants, Bars, Japanese","{""Monday"": ""17:30-2:30"", ""Tuesday"": ""17:30-2:30"", ""Wednesday"": ""17:30-2:30"", ""Thursday"": ""17:30-2:30"", ""Friday"": ""17:30-2:30"", ""Saturday"": ""17:30-2:30"", ""Sunday"": ""17:30-2:30""}",6,13.504472523443404,104.0,77,5,0,18,0,1,2,0,0,7,2,10,0,0,0,1,0,0,4,0
1UV-aVwRPCGgg5R-HAS6vA,Sushi Ocean,1010 Eglinton Avenue W,Toronto,ON,M6C 2C4,43.7003236,-79.4298279,3.0,20,1,"{""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}, ""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""HasTV"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsAttire"": ""casual"", ""BikeParking"": ""True""}","Restaurants, Japanese",{},0,6.0409046883243,60.0,5,0,3,3,0,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0
Ee8Saq8Al4iaOeVDHNmVUw,One Two Snack,"10 Northtown Way, Unit 111",Toronto,ON,M2N 7L4,43.7755828922,-79.4134399477,4.5,10,1,"{""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""WiFi"": ""free"", ""RestaurantsDelivery"": ""False"", ""GoodForKids"": ""True"", ""WheelchairAccessible"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""HasTV"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""NoiseLevel"": ""quiet"", ""Alcohol"": ""none"", ""RestaurantsAttire"": ""casual"", ""RestaurantsTableService"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""False"", ""DogsAllowed"": ""True"", ""RestaurantsReservations"": ""False"", ""BikeParking"": ""False""}","Restaurants, Food, Food Stands, Taiwanese, Juice Bars & Smoothies, Street Vendors, Japanese, Asian Fusion","{""Monday"": ""12:00-23:00"", ""Tuesday"": ""12:00-23:00"", ""Wednesday"": ""12:00-23:00"", ""Thursday"": ""12:00-23:00"", ""Friday"": ""12:00-23:00"", ""Saturday"": ""12:00-23:00"", ""Sunday"": ""12:00-23:00""}",0,13.093047456016116,45.0,74,0,18,18,0,1,2,0,0,8,2,8,0,0,0,1,0,3,3,0
BQmrbbfd-7RLj_mqFie3Dw,Mac's Sushi,"Yorkdale Shopping Centre, 3401 Dufferin Street",Toronto,ON,M6A 2T9,43.7251083,-79.4528087,2.5,5,1,"{""RestaurantsDelivery"": ""False"", ""WiFi"": ""no"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsAttire"": ""casual"", ""NoiseLevel"": ""average"", ""Caters"": ""False"", ""GoodForKids"": ""True"", ""Alcohol"": ""none"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}, ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": {""garage"": ""True"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""True"", ""valet"": ""False""}, ""BikeParking"": ""False"", ""HasTV"": ""True"", ""RestaurantsReservations"": ""False""}","Japanese, Sushi Bars, Restaurants","{""Monday"": ""10:00-21:00"", ""Tuesday"": ""10:00-21:00"", ""Wednesday"": ""10:00-21:00"", ""Thursday"": ""10:00-21:00"", ""Friday"": ""10:00-21:00"", ""Saturday"": ""9:30-21:00"", ""Sunday"": ""11:00-19:00""}",0,9.333694634875087,12.5,25,1,13,47,0,0,0,0,1,6,0,4,0,0,1,1,0,0,2,0
fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,24 Wellesley Street W,Toronto,ON,M4Y 2X6,43.66484370000001,-79.3859297,3.5,342,1,"{""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""Caters"": ""False"", ""WiFi"": ""free"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""average"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsTableService"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Alcohol"": ""beer_and_wine"", ""HasTV"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""True"", ""casual"": ""True""}}","Ramen, Japanese, Restaurants, Noodles, Soup","{""Monday"": ""11:30-0:00"", ""Tuesday"": ""11:30-23:00"", ""Wednesday"": ""11:30-23:00"", ""Thursday"": ""11:30-23:00"", ""Friday"": ""11:30-0:00"", ""Saturday"": ""11:30-0:00"", ""Sunday"": ""11:30-23:00""}",4,0.7480051997154371,1197.0,240,13,140,230,0,8,0,2,0,114,1,33,0,2,1,3,0,11,9,0
9c-JiFCUpA2Y6yZlBlS7xg,8 Sushi,551-553 Danforth Avenue.,Toronto,ON,M4K 1P7,43.6780808318,-79.3475472609,3.5,53,0,"{""NoiseLevel"": ""quiet"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""True"", ""Alcohol"": ""beer_and_wine"", ""WiFi"": ""no"", ""RestaurantsDelivery"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsAttire"": ""casual"", ""OutdoorSeating"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}, ""RestaurantsReservations"": ""True"", ""HasTV"": ""False"", ""BikeParking"": ""True""}","Restaurants, Sushi Bars, Japanese","{""Monday"": ""11:30-22:30"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-23:30"", ""Saturday"": ""11:30-23:30"", ""Sunday"": ""11:30-22:00""}",0,3.2016671479103653,185.5,34,5,18,25,0,1,3,0,0,4,0,9,0,0,0,0,0,0,4,0
XDKZX2LBEfGQLXg16tOldg,Sushi Shop,3 Carlton Street,Toronto,ON,M5B 1L2,43.661213599999996,-79.3826809,3.5,11,0,"{""NoiseLevel"": ""average"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}, ""OutdoorSeating"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""Alcohol"": ""none"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""False""}","Restaurants, Sushi Bars, Japanese",{},3,0.3150732212416389,38.5,277,15,166,285,0,8,2,1,0,123,2,46,0,2,0,3,0,8,5,0
RzIMWvmdAyedbRgjbfvABA,Ninja Sushi,395 Bamburgh Circle,Toronto,ON,M1W 3Y1,43.81596029999999,-79.3230105,3.5,31,0,"{""HasTV"": ""False"", ""Alcohol"": ""none"", ""RestaurantsReservations"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""WiFi"": ""no"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""quiet"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsTableService"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsAttire"": ""casual"", ""BikeParking"": ""True""}","Japanese, Restaurants",{},0,17.857948700482734,108.5,16,0,2,4,0,1,0,0,1,5,0,4,0,0,0,0,0,0,0,0
zy5UZvaG4iOLSbxuophtTQ,Sushiburri Toronto,,Toronto,ON,,43.653226,-79.3831843,3.5,16,1,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsReservations"": ""False"", ""WiFi"": ""no"", ""OutdoorSeating"": ""False"", ""Alcohol"": ""none"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""BikeParking"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsAttire"": ""casual"", ""RestaurantsTableService"": ""False"", ""HasTV"": ""True"", ""Caters"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""True"", ""casual"": ""False""}}","Japanese, Food Trucks, Restaurants, Asian Fusion, Food",{},3,0.8709957849215553,56.0,325,30,205,361,1,5,1,2,1,112,0,69,0,2,0,4,0,9,2,0
QTSCFDPcuROE8UCvGS8Fiw,Ho Su Bistro,254 Queen St W,Toronto,ON,M5V 1Z8,43.650053,-79.39144559999998,3.0,159,0,"{""OutdoorSeating"": ""True"", ""NoiseLevel"": ""average"", ""Caters"": ""True"", ""HasTV"": ""False"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsPriceRange2"": ""2"", ""BikeParking"": ""True"", ""RestaurantsAttire"": ""casual"", ""GoodForKids"": ""True"", ""WiFi"": ""no"", ""RestaurantsReservations"": ""True"", ""Alcohol"": ""full_bar"", ""RestaurantsDelivery"": ""True""}","Japanese, Korean, Restaurants","{""Monday"": ""11:30-23:00"", ""Tuesday"": ""11:30-23:00"", ""Wednesday"": ""11:30-23:00"", ""Thursday"": ""11:30-23:00"", ""Friday"": ""11:30-23:00"", ""Saturday"": ""11:30-23:00"", ""Sunday"": ""11:30-22:00""}",2,1.5327055110334564,477.0,330,31,0,334,0,5,8,0,0,88,0,0,0,3,2,0,0,5,5,0
-HlfeTND7PATNVduJ_35lA,Mariko Japanese Restaurant,551 Bloor Street W,Toronto,ON,M5S 1Y6,43.665247,-79.41027259999998,2.0,48,0,"{""RestaurantsTakeOut"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""free"", ""RestaurantsAttire"": ""casual"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsReservations"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""True"", ""HasTV"": ""False"", ""Alcohol"": ""beer_and_wine"", ""Caters"": ""True"", ""NoiseLevel"": ""average""}","Restaurants, Japanese, Sushi Bars",{},1,2.5843406254822465,96.0,183,22,55,79,0,2,4,0,0,12,1,10,0,4,0,1,0,6,6,1
UwENDj5udMTGAvKKU4jhdA,Happy Sushi,2143 Danforth Ave,Toronto,ON,M4C 1K2,43.685862,-79.31119840000002,3.5,31,0,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""HasTV"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsDelivery"": ""True"", ""RestaurantsReservations"": ""True"", ""OutdoorSeating"": ""False"", ""Caters"": ""True"", ""RestaurantsAttire"": ""casual"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""NoiseLevel"": ""quiet"", ""BikeParking"": ""True"", ""Alcohol"": ""beer_and_wine"", ""WiFi"": ""free""}","Japanese, Sushi Bars, Restaurants","{""Monday"": ""11:00-23:00"", ""Tuesday"": ""11:00-23:00"", ""Wednesday"": ""11:00-23:00"", ""Thursday"": ""11:00-23:00"", ""Friday"": ""11:00-23:00"", ""Saturday"": ""12:00-23:00"", ""Sunday"": ""13:00-23:00""}",0,6.1495733080921795,108.5,14,2,0,8,0,0,0,0,0,1,1,5,0,0,0,0,0,0,5,0
crstB-H5rOfbXhV8pX0e6g,Ramen Isshin,421 College Street,Toronto,ON,M5T 1T1,43.6563265,-79.40686579999998,4.5,662,1,"{""OutdoorSeating"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""WiFi"": ""no"", ""RestaurantsAttire"": ""casual"", ""Alcohol"": ""beer_and_wine"", ""HasTV"": ""False"", ""BikeParking"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsDelivery"": ""False"", ""GoodForKids"": ""True"", ""ByAppointmentOnly"": ""False"", ""RestaurantsReservations"": ""False"", ""RestaurantsTableService"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""True"", ""casual"": ""True""}, ""NoiseLevel"": ""loud"", ""HappyHour"": ""False"", ""GoodForMeal"": {""dessert"": ""None"", ""latenight"": ""None"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}}","Noodles, Tapas/Small Plates, Food, Ramen, Japanese, Restaurants","{""Monday"": ""0:00-0:00"", ""Tuesday"": ""11:30-21:45"", ""Wednesday"": ""11:30-21:45"", ""Thursday"": ""11:30-21:45"", ""Friday"": ""11:30-22:45"", ""Saturday"": ""11:30-22:45"", ""Sunday"": ""11:30-21:45""}",4,2.299356792057378,2979.0,0,0,96,110,0,5,4,0,0,16,0,18,0,0,2,1,0,6,11,1
FhzGEjtX4ieb2BzpKy_hGQ,Sake Sushi Bar,699 Bloor Street W,Toronto,ON,M6G 1L5,43.6636771,-79.41744179999998,4.0,17,0,"{""GoodForKids"": ""False"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""very_loud"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsAttire"": ""casual"", ""Alcohol"": ""full_bar"", ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""no"", ""HasTV"": ""False"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}}","Restaurants, Sushi Bars, Japanese",{},0,3.1274970309844243,68.0,157,34,45,55,0,0,0,0,0,0,0,10,0,2,0,1,0,6,4,0
34OwRFftkT7t3iBquazJcg,Avocado Sushi,1105 Bay Street,Toronto,ON,M5S 2B3,43.667781,-79.38847309999998,4.0,51,1,"{""NoiseLevel"": ""average"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""full_bar"", ""RestaurantsAttire"": ""casual"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""False"", ""HappyHour"": ""False"", ""RestaurantsTableService"": ""True"", ""WiFi"": ""free"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""WheelchairAccessible"": ""True"", ""DogsAllowed"": ""False"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}}","Japanese, Restaurants, Sushi Bars","{""Monday"": ""0:00-0:00"", ""Tuesday"": ""11:30-22:00"", ""Wednesday"": ""11:30-22:00"", ""Thursday"": ""11:30-22:00"", ""Friday"": ""11:30-22:00"", ""Saturday"": ""16:30-22:00""}",2,1.1224490140599648,204.0,172,10,109,155,0,11,3,0,2,89,2,24,0,2,1,2,0,9,7,0
